id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,city,document
2153153,Cozy Private Room in East Williamsburg in a 2 BR,1824881,Jay,Brooklyn,Williamsburg,40.70778,-73.94119,Private room,71,3,35,2023-02-20,3.19,1,88,35,New York City,Cozy Private Room in East Williamsburg in a 2 BR. Room type: Private room. City: New York City. Neighbourhood: Williamsburg. Price: $71 per night. Minimum nights: 3. Reviews: 35.
17479736,Cozy Room in Manhattan,52129673,Christina,Manhattan,Harlem,40.82639,-73.94546,Private room,59,1,19,2019-08-14,0.32,1,0,0,New York City,Cozy Room in Manhattan. Room type: Private room. City: New York City. Neighbourhood: Harlem. Price: $59 per night. Minimum nights: 1. Reviews: 19.
43602072,Wonderful Quen Size Private Bright  Sunny Bedroom,315299719,Al,Manhattan,Hell's Kitchen,40.76557,-73.99111,Private room,65,1,4,2021-05-29,0.12,2,0,0,New York City,Wonderful Quen Size Private Bright  Sunny Bedroom. Room type: Private room. City: New York City. Neighbourhood: Hell's Kitchen. Price: $65 per night. Minimum nights: 1. Reviews: 4.
744215016935384966,Comfortable with Design touch  2 Bedroom,25419685,Kasia,Bronx,Parkchester,40.83819,-73.86827,Entire home/apt,160,2,1,2022-12-30,0.45,1,180,1,New York City,Comfortable with Design touch  2 Bedroom. Room type: Entire home/apt. City: New York City. Neighbourhood: Parkchester. Price: $160 per night. Minimum nights: 2. Reviews: 1.
9276634,2-bedroom in the heart of the EV!,46323876,Mario,Manhattan,East Village,40.72967,-73.9806,Entire home/apt,199,30,1,2015-11-28,0.01,1,0,0,New York City,2-bedroom in the heart of the EV!. Room type: Entire home/apt. City: New York City. Neighbourhood: East Village. Price: $199 per night. Minimum nights: 30. Reviews: 1.
1924645,Sunny Studio in Prime Williamsburg,110958,Ellen,Brooklyn,Williamsburg,40.71577,-73.94896,Entire home/apt,100,30,29,2016-10-04,0.26,1,0,0,New York City,Sunny Studio in Prime Williamsburg. Room type: Entire home/apt. City: New York City. Neighbourhood: Williamsburg. Price: $100 per night. Minimum nights: 30. Reviews: 29.
49145365,Jamaica Cozy Spot - JFK 10 mins - Mall 15 mins,74331597,Nickesha,Queens,St. Albans,40.685,-73.76792,Private room,66,4,5,2022-07-31,0.3,4,365,1,New York City,Jamaica Cozy Spot - JFK 10 mins - Mall 15 mins. Room type: Private room. City: New York City. Neighbourhood: St. Albans. Price: $66 per night. Minimum nights: 4. Reviews: 5.
29677672,Sublet 1BR APT @luxury building in Hell's kitchen,54975120,Xiaozhi,Manhattan,Hell's Kitchen,40.76182,-73.99326,Entire home/apt,200,30,5,2019-03-26,0.1,1,154,0,New York City,Sublet 1BR APT @luxury building in Hell's kitchen. Room type: Entire home/apt. City: New York City. Neighbourhood: Hell's Kitchen. Price: $200 per night. Minimum nights: 30. Reviews: 5.
17233611,Beachy sun drenched studio in NYC,6705828,Patricia,Manhattan,Gramercy,40.73434,-73.98961,Entire home/apt,321,30,1,2021-12-01,0.07,1,173,0,New York City,Beachy sun drenched studio in NYC. Room type: Entire home/apt. City: New York City. Neighbourhood: Gramercy. Price: $321 per night. Minimum nights: 30. Reviews: 1.
23108981,Quad Room with Private bathroom  *806*,171697479,Aamer,Manhattan,Kips Bay,40.74503,-73.98067,Private room,109,28,0,,0.0,28,298,0,New York City,Quad Room with Private bathroom  *806*. Room type: Private room. City: New York City. Neighbourhood: Kips Bay. Price: $109 per night. Minimum nights: 28. Reviews: 0.
625153363281072354,A classy one bed apartment that can host 4 persons,458728491,Oteri,Queens,Queens Village,40.70649,-73.73921,Entire home/apt,85,3,5,2022-10-09,0.57,1,338,5,New York City,A classy one bed apartment that can host 4 persons. Room type: Entire home/apt. City: New York City. Neighbourhood: Queens Village. Price: $85 per night. Minimum nights: 3. Reviews: 5.
589420139625454972,Amazing studio near downtown,429826037,Valentin,Brooklyn,Cypress Hills,40.67827,-73.89021,Entire home/apt,70,30,3,2022-11-01,0.42,12,365,3,New York City,Amazing studio near downtown. Room type: Entire home/apt. City: New York City. Neighbourhood: Cypress Hills. Price: $70 per night. Minimum nights: 30. Reviews: 3.
4392351,Beautiful 1 bdr apartment in Murray Hill,1475015,Mike,Manhattan,Kips Bay,40.7415,-73.97914,Entire home/apt,130,30,10,2023-02-18,0.11,7,274,4,New York City,Beautiful 1 bdr apartment in Murray Hill. Room type: Entire home/apt. City: New York City. Neighbourhood: Kips Bay. Price: $130 per night. Minimum nights: 30. Reviews: 10.
766600446319811772,Just What You Were Looking For! Pets Allowed,174792040,RoomPicks By Victoria,Manhattan,Theater District,40.75733,-73.98552,Private room,449,1,0,,0.0,120,243,0,New York City,Just What You Were Looking For! Pets Allowed. Room type: Private room. City: New York City. Neighbourhood: Theater District. Price: $449 per night. Minimum nights: 1. Reviews: 0.
49749316,Amazing one bedroom in williamsburg,5826497,Yvan,Brooklyn,Williamsburg,40.70748,-73.95399,Entire home/apt,180,30,28,2022-11-01,1.34,1,148,15,New York City,Amazing one bedroom in williamsburg. Room type: Entire home/apt. City: New York City. Neighbourhood: Williamsburg. Price: $180 per night. Minimum nights: 30. Reviews: 28.
802990801127864086,Private Room in Williamsburg Apt,225420039,Agnes,Brooklyn,Williamsburg,40.70648037405935,-73.96565917291244,Private room,70,1,1,2023-03-05,1.0,2,279,1,New York City,Private Room in Williamsburg Apt. Room type: Private room. City: New York City. Neighbourhood: Williamsburg. Price: $70 per night. Minimum nights: 1. Reviews: 1.
30875053,INCREDIBLE 1-BEDROOM IN MANHATTAN TOO,230670970,Jenuine,Manhattan,Harlem,40.81538,-73.9421,Entire home/apt,300,30,4,2019-09-07,0.08,3,346,0,New York City,INCREDIBLE 1-BEDROOM IN MANHATTAN TOO. Room type: Entire home/apt. City: New York City. Neighbourhood: Harlem. Price: $300 per night. Minimum nights: 30. Reviews: 4.
24970711,Budget Basement,188783370,Faraz,Queens,Flushing,40.73833,-73.80764,Private room,50,30,8,2018-08-10,0.14,1,0,0,New York City,Budget Basement. Room type: Private room. City: New York City. Neighbourhood: Flushing. Price: $50 per night. Minimum nights: 30. Reviews: 8.
54039919,Lovely Private room right above prospect park,341908723,Aleph,Brooklyn,Crown Heights,40.67671,-73.95877,Private room,55,30,0,,0.0,54,89,0,New York City,Lovely Private room right above prospect park. Room type: Private room. City: New York City. Neighbourhood: Crown Heights. Price: $55 per night. Minimum nights: 30. Reviews: 0.
760370608843977331,Very Clean cozy room in a 3 bedroom apartment,312738076,Bless,Staten Island,Shore Acres,40.60608,-74.0685,Private room,55,30,0,,0.0,1,365,0,New York City,Very Clean cozy room in a 3 bedroom apartment. Room type: Private room. City: New York City. Neighbourhood: Shore Acres. Price: $55 per night. Minimum nights: 30. Reviews: 0.
5470350,Spacious rm 15 mins from downtown!,1340207,Deena,Manhattan,Harlem,40.81597,-73.94705,Private room,81,30,5,2016-09-19,0.05,1,0,0,New York City,Spacious rm 15 mins from downtown!. Room type: Private room. City: New York City. Neighbourhood: Harlem. Price: $81 per night. Minimum nights: 30. Reviews: 5.
1073780,Sunny Clinton Hill Apt w/Patio,1149419,Alex,Brooklyn,Clinton Hill,40.68048,-73.96051,Entire home/apt,136,30,28,2023-02-18,0.3,1,264,4,New York City,Sunny Clinton Hill Apt w/Patio. Room type: Entire home/apt. City: New York City. Neighbourhood: Clinton Hill. Price: $136 per night. Minimum nights: 30. Reviews: 28.
737838382688889614,2000sq $2 million 3 story townhouse,483628357,Dream,Brooklyn,Boerum Hill,40.68536,-73.9882,Entire home/apt,349,3,7,2023-02-26,2.12,3,92,7,New York City,2000sq $2 million 3 story townhouse. Room type: Entire home/apt. City: New York City. Neighbourhood: Boerum Hill. Price: $349 per night. Minimum nights: 3. Reviews: 7.
20814478,New York Experience,37038571,Haniel,Manhattan,Upper West Side,40.79651,-73.97318,Entire home/apt,200,30,1,2017-10-09,0.02,1,0,0,New York City,New York Experience. Room type: Entire home/apt. City: New York City. Neighbourhood: Upper West Side. Price: $200 per night. Minimum nights: 30. Reviews: 1.
51347497,Cozy 1 bedroom apt in prime location,55191496,Katie,Queens,Elmhurst,40.73959,-73.87008,Entire home/apt,212,1,62,2023-03-01,3.36,1,24,43,New York City,Cozy 1 bedroom apt in prime location. Room type: Entire home/apt. City: New York City. Neighbourhood: Elmhurst. Price: $212 per night. Minimum nights: 1. Reviews: 62.
24357562,Cozy Apartment- Lower East Side near F/M/J/Z  :),19940836,Justin,Manhattan,Lower East Side,40.71843,-73.98604,Private room,69,30,27,2019-09-23,0.45,1,0,0,New York City,Cozy Apartment- Lower East Side near F/M/J/Z  :). Room type: Private room. City: New York City. Neighbourhood: Lower East Side. Price: $69 per night. Minimum nights: 30. Reviews: 27.
7894907,Cosy studio in East Village,1830864,Natasha,Manhattan,East Village,40.72609,-73.97967,Entire home/apt,150,30,25,2016-07-22,0.28,1,0,0,New York City,Cosy studio in East Village. Room type: Entire home/apt. City: New York City. Neighbourhood: East Village. Price: $150 per night. Minimum nights: 30. Reviews: 25.
40707829,Prime Williamsburg Location Eclectic Artist Flat,92715725,Rebecca,Brooklyn,Williamsburg,40.70878,-73.94473,Entire home/apt,134,14,3,2020-01-01,0.08,1,0,0,New York City,Prime Williamsburg Location Eclectic Artist Flat. Room type: Entire home/apt. City: New York City. Neighbourhood: Williamsburg. Price: $134 per night. Minimum nights: 14. Reviews: 3.
32546879,Spacious Room in Astoria!,99791908,Lera,Queens,Astoria,40.75881,-73.92084,Private room,50,30,1,2019-03-28,0.02,2,0,0,New York City,Spacious Room in Astoria!. Room type: Private room. City: New York City. Neighbourhood: Astoria. Price: $50 per night. Minimum nights: 30. Reviews: 1.
816687250278408259,Cute charming 1 bedroom,86422842,Dami,Brooklyn,Bushwick,40.693404326838696,-73.92507428659319,Private room,100,1,0,,0.0,1,179,0,New York City,Cute charming 1 bedroom. Room type: Private room. City: New York City. Neighbourhood: Bushwick. Price: $100 per night. Minimum nights: 1. Reviews: 0.
53826433,433 West 53-Two Bedroom Apartment,51501835,Jeniffer,Manhattan,Hell's Kitchen,40.76567,-73.98828,Entire home/apt,180,30,1,2022-12-21,0.39,131,91,1,New York City,433 West 53-Two Bedroom Apartment. Room type: Entire home/apt. City: New York City. Neighbourhood: Hell's Kitchen. Price: $180 per night. Minimum nights: 30. Reviews: 1.
39634340,Cozy Love nest in Brooklyn. 5 mins to the subway,54657257,Natal,Brooklyn,Prospect-Lefferts Gardens,40.66311,-73.94583,Entire home/apt,79,30,8,2023-02-26,0.2,1,0,2,New York City,Cozy Love nest in Brooklyn. 5 mins to the subway. Room type: Entire home/apt. City: New York City. Neighbourhood: Prospect-Lefferts Gardens. Price: $79 per night. Minimum nights: 30. Reviews: 8.
37251422,1 BR in Park Slope fully furnished,2138902,Asher,Brooklyn,Gowanus,40.66654,-73.99391,Private room,50,30,3,2019-10-14,0.07,2,0,0,New York City,1 BR in Park Slope fully furnished. Room type: Private room. City: New York City. Neighbourhood: Gowanus. Price: $50 per night. Minimum nights: 30. Reviews: 3.
37421935,Big room in prime location,281122138,Yasmeen,Queens,Long Island City,40.74699,-73.94773,Private room,65,30,2,2019-08-30,0.05,1,0,0,New York City,Big room in prime location. Room type: Private room. City: New York City. Neighbourhood: Long Island City. Price: $65 per night. Minimum nights: 30. Reviews: 2.
26683178,Garden level Brooklyn apartment,13093738,Alex,Brooklyn,Boerum Hill,40.68698,-73.99008,Entire home/apt,165,4,2,2018-12-20,0.04,1,0,0,New York City,Garden level Brooklyn apartment. Room type: Entire home/apt. City: New York City. Neighbourhood: Boerum Hill. Price: $165 per night. Minimum nights: 4. Reviews: 2.
14732678,Beautiful mirrored room with Queen bed!,116382,Anthony,Brooklyn,Crown Heights,40.67019,-73.94053,Private room,45,30,54,2022-11-09,0.68,8,338,2,New York City,Beautiful mirrored room with Queen bed!. Room type: Private room. City: New York City. Neighbourhood: Crown Heights. Price: $45 per night. Minimum nights: 30. Reviews: 54.
617305732779485628,MAC TO BASICS,456472724,Kara,Brooklyn,Bedford-Stuyvesant,40.68298,-73.91946,Private room,69,1,56,2023-02-27,5.66,3,89,56,New York City,MAC TO BASICS. Room type: Private room. City: New York City. Neighbourhood: Bedford-Stuyvesant. Price: $69 per night. Minimum nights: 1. Reviews: 56.
11971174,Huge room in central Bushwick flat,4411040,Maya,Brooklyn,Bushwick,40.69669,-73.92785,Private room,45,30,3,2016-06-25,0.04,1,0,0,New York City,Huge room in central Bushwick flat. Room type: Private room. City: New York City. Neighbourhood: Bushwick. Price: $45 per night. Minimum nights: 30. Reviews: 3.
54123359,Spacious duplex close to city-airports,182523684,George,Queens,Middle Village,40.71701,-73.88838,Entire home/apt,197,2,22,2023-01-09,1.65,4,358,21,New York City,Spacious duplex close to city-airports. Room type: Entire home/apt. City: New York City. Neighbourhood: Middle Village. Price: $197 per night. Minimum nights: 2. Reviews: 22.
825299668088442211,3rd floor apartment,459925707,Abdul,Queens,East Elmhurst,40.75801957905605,-73.8949611793025,Entire home/apt,196,2,0,,0.0,2,365,0,New York City,3rd floor apartment. Room type: Entire home/apt. City: New York City. Neighbourhood: East Elmhurst. Price: $196 per night. Minimum nights: 2. Reviews: 0.
833289882228855251,Fully-furnished 2Br|Columbus Ave,387999551,Regelen,Manhattan,Upper West Side,40.7923165256566,-73.96566642957764,Entire home/apt,360,1,2,2023-02-28,2.0,2,134,2,New York City,Fully-furnished 2Br|Columbus Ave. Room type: Entire home/apt. City: New York City. Neighbourhood: Upper West Side. Price: $360 per night. Minimum nights: 1. Reviews: 2.
53234415,Comfortable Queen Room w/ Wi-Fi + Private Bathroom,208576158,Amir B,Queens,Jamaica,40.68702,-73.78482,Private room,150,1,15,2022-09-15,1.17,1,64,13,New York City,Comfortable Queen Room w/ Wi-Fi + Private Bathroom. Room type: Private room. City: New York City. Neighbourhood: Jamaica. Price: $150 per night. Minimum nights: 1. Reviews: 15.
15360787,Large Bdrm/Full Bath for Guests/Gym/Elevator bldg.,98053423,Michelle,Manhattan,Harlem,40.80924,-73.94368,Private room,150,2,70,2022-09-07,1.24,1,41,10,New York City,Large Bdrm/Full Bath for Guests/Gym/Elevator bldg.. Room type: Private room. City: New York City. Neighbourhood: Harlem. Price: $150 per night. Minimum nights: 2. Reviews: 70.
46996172,Cozy 1 bedroom near Williamsburg,148120194,Yanilsa,Brooklyn,Bedford-Stuyvesant,40.68657,-73.94732,Private room,45,30,1,2021-05-20,0.05,1,0,0,New York City,Cozy 1 bedroom near Williamsburg. Room type: Private room. City: New York City. Neighbourhood: Bedford-Stuyvesant. Price: $45 per night. Minimum nights: 30. Reviews: 1.
40920440,In the heart of Chelsea with a private terrace!,24413323,Yana,Manhattan,Chelsea,40.74305,-74.00711,Entire home/apt,250,30,0,,0.0,1,0,0,New York City,In the heart of Chelsea with a private terrace!. Room type: Entire home/apt. City: New York City. Neighbourhood: Chelsea. Price: $250 per night. Minimum nights: 30. Reviews: 0.
44486985,Serene and colorful in vibrant NYC,218613116,Yuria,Manhattan,East Harlem,40.79167,-73.94757,Shared room,150,1,0,,0.0,1,179,0,New York City,Serene and colorful in vibrant NYC. Room type: Shared room. City: New York City. Neighbourhood: East Harlem. Price: $150 per night. Minimum nights: 1. Reviews: 0.
744905740784598965,Unique Manhattan Duplex + Patio Near Hudson Yards,134718774,Andrew,Manhattan,Chelsea,40.7497465,-73.9959768,Entire home/apt,321,2,9,2023-02-12,2.39,1,99,9,New York City,Unique Manhattan Duplex + Patio Near Hudson Yards. Room type: Entire home/apt. City: New York City. Neighbourhood: Chelsea. Price: $321 per night. Minimum nights: 2. Reviews: 9.
34971449,"Amazing Midtown East 1 Bed w/ Gym, Rooftop #6118",113723310,MyNyHousing,Manhattan,Kips Bay,40.74447,-73.97591,Entire home/apt,210,30,1,2019-08-15,0.02,63,279,0,New York City,"Amazing Midtown East 1 Bed w/ Gym, Rooftop #6118. Room type: Entire home/apt. City: New York City. Neighbourhood: Kips Bay. Price: $210 per night. Minimum nights: 30. Reviews: 1."
151199,Clean Astoria-Private Home NYC,722320,Gladys,Queens,Astoria,40.75684,-73.91286,Entire home/apt,149,2,523,2023-02-05,3.74,1,234,39,New York City,Clean Astoria-Private Home NYC. Room type: Entire home/apt. City: New York City. Neighbourhood: Astoria. Price: $149 per night. Minimum nights: 2. Reviews: 523.
23900717,Wyndham Midtown 45 NYC (2 Bedroom Presidential),100238132,Michael,Manhattan,Midtown,40.75218,-73.97137,Entire home/apt,353,5,34,2018-12-14,0.57,12,53,0,New York City,Wyndham Midtown 45 NYC (2 Bedroom Presidential). Room type: Entire home/apt. City: New York City. Neighbourhood: Midtown. Price: $353 per night. Minimum nights: 5. Reviews: 34.
12091679,Upper West Side Split Layout 1 BR,61391963,Stay With Vibe,Manhattan,Upper West Side,40.78392,-73.97362,Entire home/apt,79,30,15,2022-12-02,0.19,124,339,2,New York City,Upper West Side Split Layout 1 BR. Room type: Entire home/apt. City: New York City. Neighbourhood: Upper West Side. Price: $79 per night. Minimum nights: 30. Reviews: 15.
19431893,Cozy room NYC 2nd fl(5 min from LaGuardia Airport),136230287,Jhon,Queens,East Elmhurst,40.76397,-73.8717,Private room,50,2,36,2022-12-04,0.52,3,185,20,New York City,Cozy room NYC 2nd fl(5 min from LaGuardia Airport). Room type: Private room. City: New York City. Neighbourhood: East Elmhurst. Price: $50 per night. Minimum nights: 2. Reviews: 36.
38486378,Sonder at One Platt | Three-Bedroom Apartment,219517861,Sonder (NYC),Manhattan,Financial District,40.70825,-74.00487,Entire home/apt,686,2,11,2022-12-15,0.27,76,165,4,New York City,Sonder at One Platt | Three-Bedroom Apartment. Room type: Entire home/apt. City: New York City. Neighbourhood: Financial District. Price: $686 per night. Minimum nights: 2. Reviews: 11.
772411702088185968,Spacious 3BR Private Bedroom Rental | Coliving,373790863,SharedEasy,Brooklyn,Bedford-Stuyvesant,40.69247,-73.93289,Private room,70,30,0,,0.0,6,365,0,New York City,Spacious 3BR Private Bedroom Rental | Coliving. Room type: Private room. City: New York City. Neighbourhood: Bedford-Stuyvesant. Price: $70 per night. Minimum nights: 30. Reviews: 0.
42436819,Two-floor two-bedroom with private backyard!,16466962,Travis,Brooklyn,Prospect Heights,40.67921,-73.96423,Entire home/apt,50,30,2,2020-03-31,0.05,1,0,0,New York City,Two-floor two-bedroom with private backyard!. Room type: Entire home/apt. City: New York City. Neighbourhood: Prospect Heights. Price: $50 per night. Minimum nights: 30. Reviews: 2.
538202122069190008,Amazing Room in Ridgewood/Bushwick near the MTrain,17602501,Miguel,Queens,Ridgewood,40.7092,-73.89442,Private room,130,1,15,2022-12-10,1.23,2,365,15,New York City,Amazing Room in Ridgewood/Bushwick near the MTrain. Room type: Private room. City: New York City. Neighbourhood: Ridgewood. Price: $130 per night. Minimum nights: 1. Reviews: 15.
3688197,Peaceful and breezy one bedroom,11371357,Julienne,Brooklyn,Kensington,40.64573,-73.97711,Entire home/apt,99,30,11,2022-07-28,0.12,1,9,1,New York City,Peaceful and breezy one bedroom. Room type: Entire home/apt. City: New York City. Neighbourhood: Kensington. Price: $99 per night. Minimum nights: 30. Reviews: 11.
41746849,"5mins -JFK Walking to Jamaica Airtrain,subway,LIRR",49725054,Andre,Queens,Jamaica,40.69509,-73.81158,Private room,66,30,4,2021-10-20,0.11,3,0,0,New York City,"5mins -JFK Walking to Jamaica Airtrain,subway,LIRR. Room type: Private room. City: New York City. Neighbourhood: Jamaica. Price: $66 per night. Minimum nights: 30. Reviews: 4."
607071402357740729,Cozy 3 bedroom apartment in the heart of bushwick.,67902194,Spencer,Brooklyn,Bushwick,40.70251,-73.92942,Private room,105,1,43,2023-02-24,4.15,1,358,43,New York City,Cozy 3 bedroom apartment in the heart of bushwick.. Room type: Private room. City: New York City. Neighbourhood: Bushwick. Price: $105 per night. Minimum nights: 1. Reviews: 43.
702846702148318693,3 Bedroom w Balconies & Parking 20 min Fr NYC,66394132,Conall,Bronx,North Riverdale,40.90376,-73.89966,Entire home/apt,320,2,5,2022-12-27,0.92,1,340,5,New York City,3 Bedroom w Balconies & Parking 20 min Fr NYC. Room type: Entire home/apt. City: New York City. Neighbourhood: North Riverdale. Price: $320 per night. Minimum nights: 2. Reviews: 5.
26608302,"Room in 3BR/2BA Woodside apt, 4 min to 61, 7 train",137358866,Kaz,Queens,Woodside,40.74679,-73.9066,Private room,38,30,4,2022-10-29,0.09,124,339,1,New York City,"Room in 3BR/2BA Woodside apt, 4 min to 61, 7 train. Room type: Private room. City: New York City. Neighbourhood: Woodside. Price: $38 per night. Minimum nights: 30. Reviews: 4."
658608855933833725,Cozy and Quiet Room (Room B),243656503,Michelle,Queens,Queens Village,40.71218,-73.74282,Private room,100,2,7,2022-10-28,0.96,4,364,7,New York City,Cozy and Quiet Room (Room B). Room type: Private room. City: New York City. Neighbourhood: Queens Village. Price: $100 per night. Minimum nights: 2. Reviews: 7.
922764,Top Floor 2bd Luxury Brownstone Apt,1204785,Lorrie,Brooklyn,Fort Greene,40.68601,-73.97515,Entire home/apt,199,30,277,2022-07-23,2.28,1,288,1,New York City,Top Floor 2bd Luxury Brownstone Apt. Room type: Entire home/apt. City: New York City. Neighbourhood: Fort Greene. Price: $199 per night. Minimum nights: 30. Reviews: 277.
727457092217293467,"Sexy, Lovely stylish suite in a historic Brooklyn",13462855,Travis,Brooklyn,Bedford-Stuyvesant,40.68183,-73.93929,Entire home/apt,198,4,22,2023-02-12,4.34,5,260,22,New York City,"Sexy, Lovely stylish suite in a historic Brooklyn. Room type: Entire home/apt. City: New York City. Neighbourhood: Bedford-Stuyvesant. Price: $198 per night. Minimum nights: 4. Reviews: 22."
39760322,NYC Empire State/Madison Square Garden 3 Bed Apt,283812343,Dave,Manhattan,Kips Bay,40.7437,-73.98054,Entire home/apt,480,30,2,2020-01-01,0.05,3,0,0,New York City,NYC Empire State/Madison Square Garden 3 Bed Apt. Room type: Entire home/apt. City: New York City. Neighbourhood: Kips Bay. Price: $480 per night. Minimum nights: 30. Reviews: 2.
803388778205123837,Furnished Full Bedroom D in #840,305240193,June,Brooklyn,Bedford-Stuyvesant,40.68589443720444,-73.93954443823564,Private room,67,30,0,,0.0,222,340,0,New York City,Furnished Full Bedroom D in #840. Room type: Private room. City: New York City. Neighbourhood: Bedford-Stuyvesant. Price: $67 per night. Minimum nights: 30. Reviews: 0.
25517407,Spacious room in prime Willyb! Steps 2 Bedford L,1034976,Katie,Brooklyn,Williamsburg,40.71717,-73.9571,Private room,80,30,25,2021-10-03,0.43,2,0,0,New York City,Spacious room in prime Willyb! Steps 2 Bedford L. Room type: Private room. City: New York City. Neighbourhood: Williamsburg. Price: $80 per night. Minimum nights: 30. Reviews: 25.
25548071,SoHo Bedroom Central and Close to Many Subways,36579046,Robert,Manhattan,SoHo,40.72151,-74.00019,Private room,116,1,116,2020-01-30,2.02,1,0,0,New York City,SoHo Bedroom Central and Close to Many Subways. Room type: Private room. City: New York City. Neighbourhood: SoHo. Price: $116 per night. Minimum nights: 1. Reviews: 116.
38787352,Studio 37,55527442,Ekaterina,Manhattan,Murray Hill,40.74815,-73.97679,Private room,118,4,7,2022-04-12,0.17,1,0,2,New York City,Studio 37. Room type: Private room. City: New York City. Neighbourhood: Murray Hill. Price: $118 per night. Minimum nights: 4. Reviews: 7.
53556535,Lovely 1-bedroom in Brooklyn for Travelers!,433696576,Tayron,Brooklyn,Bedford-Stuyvesant,40.69284,-73.94068,Private room,55,1,54,2023-01-07,3.52,10,179,45,New York City,Lovely 1-bedroom in Brooklyn for Travelers!. Room type: Private room. City: New York City. Neighbourhood: Bedford-Stuyvesant. Price: $55 per night. Minimum nights: 1. Reviews: 54.
658840248450586454,"UBS Suites  Luxury 
2 bedroom
Queens Village",436048247,Christopher,Queens,Queens Village,40.703952,-73.7282713,Entire home/apt,199,1,17,2023-01-01,2.1,4,89,17,New York City,"UBS Suites  Luxury 
2 bedroom
Queens Village. Room type: Entire home/apt. City: New York City. Neighbourhood: Queens Village. Price: $199 per night. Minimum nights: 1. Reviews: 17."
